name,title,date,shade,rating,body
Covergirl: Clean Fresh Skin Milk Foundation,"Lightweight natural looking foundation, not much staying power.","December 3, 2019",550 Light/Medium,4,"I have very sensitive skin and was eager to try this new COVERGIRL foundation.  This is a pretty light coverage foundation, it's very liquidy and goes on smoothly.  You do have to be a bit careful blending it or else it will dry streaky.I usually wear very light foundation colors but I felt like this in Light/Medium looked a bit chalky on me.  It doesn't have much staying power and rubs off easily.  It does feel very nice on, very light weight...you don't feel like you're wearing foundation.The odor of the foundation was a bit like paint or something, I wasn't a fan.  This did cause minimal breakouts for me, it wasn't bad but I definitely did have some sensitivity to it.  I didn't think it was really moisturizing or drying, it was just somewhere in between.Overall this is a decent foundation is you are looking for a lightweight natural looking foundation.  It was better than some for my sensitive skin and it never got oily or dry."
Covergirl: Clean Fresh Skin Milk Foundation,"Good, but not great coverage. Middle ground of medium. Worked nicely with primer and powder.","September 29, 2020",,4,"I am fair to light tone and have trouble finding just the right shade because I think have both some warm and cool qualities. For a concealer, I chose light because it seems to be neutral as far as warm or cool and has a good amount of yellow to cover my blue circles. I have the family curse around my eyes so I never look well rested. I also occasionally get hormonal acne.This did a decent job of covering up the spots. It's got a nice amount of product in the tube, and the doe foot applicator is a nice touch over a squeeze tube. I can apply a small or large amount wherever I need it and dot it onto problem area to blend out with my blender.Something nice about this product besides being paraben free, is that it doesn't have talc or mineral oils. I didn't feel like my pores were clogged up or just full to take away from some of the pigment. The yellowness to the concealer really balanced out the blue around my eyes and even helped with red spots. It's kind of a soft orange tone too mixed with the yellow so it also cover corrects. It's not perfect as it's medium coverage, but it definitely takes away the redness and draws attention away from the flaws.I used NYX primer with this, but I did use Covergirl Ready Set foundation in 105 classic ivory. I figured for a fair assessment, I really needed to use all the products in my repertoire. So far, no stingy or skin reaction. I haven't had any worsening of my breakouts and my skin breathes. It has lasted all day and I'm happy with results, especially for a drug store brand and price. It's currently $5.81-$8.99 depending on shade. I thought it covered well and took away the sallow look to my face. Someone would have to be right on top of my skin to really see how much work the concealer is doing. I honestly feel like I look like a new person with some concealer to hide my flaws."
Covergirl: Clean Fresh Skin Milk Foundation,Your Skin But Better,"November 29, 2019",570 Medium/Tan,5,"I don't know what I was expecting from this product, but I was kind of blown away by it.  I wouldn't call this a foundation, but more of a tinted moisturizer. The formula is lightweight and moisturizing. The coverage is very sheer, but I'm sure you could add more if you'd like. The finish is luminous and dewy. It's your skin but better. I'm not really a foundation girl, but I love this product. For shade reference, I'm a 300 in Fenty Beauty. The medium/tan (570) was a perfect match.Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier."
Covergirl: Clean Fresh Skin Milk Foundation,Satisfied,"September 29, 2020",,5,"Very satisfied with this Covergirl pressed powder. I wasn’t sure if the Fair would work with my complexion and it does (for comparison, I put the Fair-Clean Fresh and the Classic Ivory- Covergirl Clean Matte side by side) and there isn’t much difference in the color because I’m fair/light skinned and this powder color blends perfectly over my foundation. I like the matte finish over shiny and this powder stays on all day and doesn’t rub off especially if I’m wearing a mask for the COVID-19. I also noticed the pad is new and improved as the new pad is more of a sponge and will last longer as opposed to the old cloth pad which falls apart easily (I posted a pic showing the difference between the two ). I would definitely purchase this product again as it’s great quality."
Covergirl: Clean Fresh Skin Milk Foundation,Cut the shine and oil,"September 30, 2020",,5,"This is about the pressed powder. All pressed powders come with a sponge pad for application, but I don't think it is necessary because I believe most people, like myself, use a kabuki brush to apply powder.I am happy with my pick of color. I picked one a little lighter than my complexion. It's flat. I don't expect color as I get that from my blush.The compact case is not bulky. It's easy to open. The powder is packed down. My own brush takes up what I need and then I apply it over my foundation and blush. It cut the shine, and seemed to keep it off.  After I did some exercise and I did need to reapply it. Expected.Holding my phone up to my face I noticed that my makeup was not all over the phone. I think that is very good.I write reviews because I like to read reviews before I buy/ or not buy. I am interested in not what the seller has already told me about the item, I want to know what the buyer thought that was especially good, or not good. I decide from that whether I want to buy it or not. I put a great value on other people's opinions. I hope the information that I've provided makes your decision, to buy or not buy, a little easier."
Covergirl: Clean Fresh Skin Milk Foundation,"fair is orange on my light skin but works/looks better w/ their primer; settles into lines, drying","December 14, 2019",530 Fair/Light,3,"I have fair cool skin. This fair shade is a tad too dark for me, as well as a bit orange. It eventually blended in, or faded when dry, but to start my skin was definitely orange.This has the lightweight feel and barely there coverage that I like, BUT it settles into tiny lines I didn't even know I had. My dry skin felt parched. I really expected a healthier look and feel to my skin. I have others that I much prefer. The formula should leave my skin looking dewy and didn't even do that. As hours went on my skin looked dry in spots. I usually like Cover Girl products, but this one is a bit of a miss for me.Maybe your experience will be different.I'm mid 40s, take decent care of my skin, have little to no lines, overall quite clear.. have some pinkness from non acne Rosacea. I don't wear foundation daily but when I do it is simply to even out my skin tone and make me feel a little more polished. I normally go for a light coverage dewy finish.I'll try it again using different applicators, different primers.. see if anything changes for the better. If I figure it out, I will let you know.The pics I included are of the product applied in my forearm. One with a splotch of it to show color out of bottle, and one where it is a splotch as well as the look of it applied like normal and dried. Orange :(EDIT: It works much better with their creamy primer in terms of how the coloring turns out. Still more matte than dewy, more dry than moisturizing. Still not my fave, but now I can use it up and not be orange. Middle of road rating seems fair."
Covergirl: Clean Fresh Skin Milk Foundation,"Great packaging, love the mirror and sets makeup effortlessly","October 13, 2020",,5,Alright first thing to note is I got it from a reliable source that these run dark so this is why I choose this particular color for my skin I usually go for about a medium since I have more beige skin with an olive undertone. I am mixed with caucasian and el salvadorian but my hispanic features are more defining. This power def has major kickback but thats most powders but I do feel like its more than loose powders personally but I will say I love the way it set my makeup it gives you a nice matte look depending on the foundation you use which I gravitate towards ones that aren't going to add to the combo skin which tends to be more on the oily side more than dry. There wasn't a smell I noticed. I love the packaging I think it works well especially if you plan on taking it with you. I did somehow get my little sponge that comes with it completely stuck in the mirror not sure what happened there but the mirror is a nice touch since this is drugstore and if you take with you it helps the travel factor. I had already heard good things about this compact powder prior to choosing this but I am glad that it wasn't a disappointment and overall I would purchase again.
Covergirl: Clean Fresh Skin Milk Foundation,Not all inclusive- applicator is out of case!!!,"February 14, 2021",,4,"Cover girl is a trusted name for decades so, it was a good place to start when searching for a pressed powder compact. The item is from their Clean-Fresh line.. and it seems to fit the bill! Case is easily accessible yet,  protective.. which is so necessary with make up to avoid breakage!Comes in a clear/pink feminine flip top case (see photos above) clasp is not difficult to open!! Interior lid has a quality compact mirror… One you can actually see real detail in!**TBH, Im still holding out for the makeup line who decides to create a contact with a  replaceable pallet and save the planet and $ from tossing these out when it’s empty or spent… This would be the perfect case to do that with because, it boasts longevity in the quality all around!Choosing skin color online is difficult at best- however, these seem to be as described and photographed on website. I chose a medium warm- and it as expected. A rule of thumb when should always follow.. if between 2 colors, always error on the lighter side. Doing this worked out perfect for me.One thing I did not realize, didn’t like and the reason to keep me from giving 5 stars so, take note.. the applicator does not enclose inside the compact!! This is my pet peeve.. I understand wanting to keep germs from transferring… But, it defeats the purpose when applicator is freely shoved into a makeup bag. For myself, this gets make up applicator for yuckier then, if it’s in closed in compact itself. This will be a dealbreaker from me ordering again..As for Application and longevity: this has easy transfer and applies smooth. I do not use over any primer but, like to apply to just a fresh washed face. Easy enough to place evenly.. length of time before touch up would ideally be x4-5hr. However, I have made it threw the whole day without primping and still have a fair amount of coverage in the evening. I’m not noticing any shiny or, oily patches.. So, the product and self stands solid. I’ve also notes NO skin irritation or break out.. and that is fabulous especially for those with sensitive skin! I hope the info can help your decision.. feel free to let me know!"
Covergirl: Clean Fresh Skin Milk Foundation,I Ordered Rich and Got Porcelain 🤦🏽‍♀️🤦🏽‍♀️👎,"February 1, 2021",,2,"Hi, it’s Glamorous Gem, hope you all are having a wonderful weekend,Anyway, I have very Oily Skin and this is my first few tries of trying to find decent makeup for my skin type. I first wanted to try like a light or medium coverage with something powder based that absorbs oil like this says it does.I ordered it in Rich, thinking it would fit my skin tone. Sadly, they got the order wrong and sent me PORCELAIN. I’m African American, I’m nowhere near porcelain. I had high hopes for this product, but slightly sad I couldn’t try it at full strength. But, I did test it in my cheek. It went on easily and smooth. A couple dabs here and there and if covered my cheek nicely. I like that it is lightweight and depending on how thick you wish to have it, you most likely won’t feel it there.It did hide my shine and it sat on top of my pores rather than sinking into them. It seemed like a very smooth application, leaving my skin slightly covered. They were right, it’s not best at hiding any major blemishes, but it’s enough probably not to suffocate you or your pores. The last thing I like about it is the fact it is a bit more natural than the liquid alternatives and less clogging of your skin.I really hate I got the wrong color, because I was looking forward to it. I have a feeling, I would have really liked it. I might consider trying this next time with the RIGHT shade and see the results. But, until then, 2 stars will have to do.PS: No matter the nature. I only write honest, unbiased, and authentic reviews. Thanks for reading 🥰🥰🥰"
Covergirl: Clean Fresh Skin Milk Foundation,Light coverage and felt good on my face all day long,"December 10, 2019",520 Fair,4,"At first glance this clicks a lot of my boxes. It's cruelty free which has become a MUST for me. It's also formaldehyde, phthalates, parabens, sulfates and talc free -  another huge bonus. And, it's light weight. I do so wish it had some SPF in it though, sadly it does not.I have fair skin, small pores and it's relatively healthy minus a few hyperpigmentation spots and some dryness on my brow. I HATE heavy foundation and usually end up hating most that I try. I don't use much on a daily basis, just enough to blur the spots and dull any redness that may be showing. This formula was perfect for that. It's light coverage and felt good on my face all day long.I imagine if you need a deeper coverage, this may not work as well for you.  But I also think you'd be able to layer it rather well. I applied with my fingers and blended with a damp makeup sponge.It does come in 14 shades which is great and the price is pretty great. I'm happy to see some affordable and easily accessible decent cosmetics hitting the market."
Covergirl: Clean Fresh Skin Milk Foundation,Perfect for Aging/Combination Skin,"March 31, 2021",540 Light,5,"I am in my late 40's, and have tried hundreds of foundations, CC & BB creams, mineral powder foundations, and tinted moisturizers in the last 35 years of wearing makeup. I have rarely purchased the same foundation twice, because I have never found anything that was just right. My skin has of course evolved over the years as I have aged. I used to have very oily skin, but once I hit about 45, my skin became drier in the cheek and upper forehead area, but still slightly oily in the t-zone. In addition, I have some lines and creases that makeup tended to settle in. I do occasionally get a blemish or two (maybe once a month) due to hormonal changes. I had started to feel too ""made up"" in regular foundations, and the needs of the dry, slightly oily, as well as creased areas of my skin were so different that the foundations I was using just weren't looking nice any longer. I generally had at least three foundations at any given time, and would switch them every day or so, depending on which part of my skin felt worse. Dry day? I'd use a moisturizing foundation. Oily day? A mattifying one. Etc., etc.! I just got sick of the complicated process, and also got tired of having a full makeup drawer. Just on a whim, I picked this CG Skin Mild Foundation up at Walmart. Since getting it, I have loved it. I feel that it offers a bit more coverage than a true tinted moisturizer, but far less coverage than a CC cream. For anyone who loves It Cosmetics CC Cream, you will not like this Skin Milk. I found It's CC Cream to be extremely heavy and to have too much coverage. I preferred a medium coverage liquid foundation. This Skin Milk is a bit runny, but the light coverage is perfect. On days when I am feeling a bit oily in my t-zone, I put on a bit of the CG Clean Fresh pressed power (with a powder brush, not with the little sponge). The powder is great, as well. This makeup stays on all day for me. For someone with very oily skin, it probably would need to be touched up once or possibly twice in the day. I like wearing a primer underneath, due to creases/wrinkles between my eyebrows, and I have a couple creases at my upper lip, but I could get away with wearing this foundation without primer. (My favorite primer is actually Wet & Wild Dewy Lumineax, which has a nice glow to it. I'm actually shocked I like this primer, but it's very nice on days when my aging skin seems dull.) Anyway, I love this foundation. It doesn't oxidize on me. I do prefer the Light shade. Usually in foundations I wear more of a light/medium shade, but in Skin Milk's color range, so I tried light/medium first, but it was just a bit too dark for winter. I prefer Light. My skin is neutral to warm, and I am a redhead, so the makeup does not make me look too pink, nor does it look yellow or orange. Both the Light and the Light/Medium are great neutrals. To apply, I put the makeup on the back of my hand, dip my Morphe blending brush, and dot the makeup around my face before blending. I prefer putting it on the back of my hand first, because it is a bit runny, and having it on my hand allows me more control as to where and how much I apply. This is probably the longest review I have every done, but makeup is tricky, and everyone's skin is different, so I thought it would be helpful to basically describe everything, haha! The last perk about this foundation is that it's so cheap, so I feel that trying it is a risk worth taking."
Covergirl: Clean Fresh Skin Milk Foundation,Decent for wrinkles real good for dark circles,"August 15, 2021",,5,"I like that 1 this turned out to be a good shade to match my skin and 2 it's just dark and thick enough to cover the mild dark circles I always seem to have. Also a fan of the fact that it stays on all day, even when I'm out in the garden all summer and swearing like crazy. When I come in I can see it's still doing the job. Also it does seem to do okay at smoothing out the look or dry skin as well as moisturizing. As well as smoothing the look of fine lines and some milder wrinkles.I'm fairly light skinned but alot of cover ups, or concealers when they are an exact match for my skin, are so light the dark circles show through them. Either right away when I put them on, or within a few hours at most.  Either that or they are so dark or heavy that it becomes fairly noticble that I'm wearing a heavy concealer.  Not my preferred look.Some days it's just the dark circles. On others it's the constant freckles, either covering or at least blending them in a little so their less prominent. Though they have gotten better through the years I do like getting a little sun, and when gardening I tend to get more then some. Used to be 5 minutes of sun and my face and shoulders would be covered with them  Now it takes a bit more and they seem to blend better at least on my face. Though there are still days where I come in and I have a few (or a lot) of really dark colored freckles covering parts of my cheeks.  Depending on what kind of plans I have that evening or the next day, sometimes I just prefer to cover them or blend them in a bit.This has been just about perfect for that. Of course it probably helps that having gotten enough sun to get the freckles I do get a light tan in the process. If not it might have been just a tad dark but as it is it works very well.When I have a full pan on my face it still works for under the eyes due to the fact that it is heavy enough to do what I need it to do. At the most a couple of times I've needed to use a slightly lighter or darker powder style foundation to help blend it a little more.I've noticed if I take the time to put it on get it to the level I want it and then allow it to mostly dry before I rub the edges to blend it a little more it will stay on as long as I need it to. No matter what I'm doing or where I'm at.  A couple times I even went swimming and noticed when I got out it was still on. I will say when I get out of pool or lake I'd notice in the mirror that the water does kind of bead up on it. Which makes it mildly more noticeable. Since it's only until you pat your face dry and get the water droplets off of it, it hasn't been a problem at least not for me. No it is something to keep in mind depending on the situation you're in.I would definitely recommend this product, just make sure you find the right shade for your skin."
Covergirl: Clean Fresh Skin Milk Foundation,"lightweight, smooth, buildable, blendable","December 1, 2019",550 Light/Medium,5,"This CoverGirl Clean Fresh Skin Milk Foundation is very good.  Like another reviewer, I'm also not a foundation girl,. I don't usually use foundation every day, but this product is so effective and relatively inexpensive that I'm tempted to use it more often instead of just for special or important occasions.It's easy to apply, and it goes on smoothly and not too thick.  It seems sheer, but one application did what I wanted to cover slight blemishes, and it is both easily blendable and buildable.  It's very lightweight and not at all cakey.  It doesn't emphasize lines, which is my biggest pet peeve with many liquid foundations, although I think it's best to apply a light dusting of powder on top for the smoothest finish.  It didn't irritate my skin, and it was also easily removed with the usual makeup wipes or other liquid makeup remover/cotton pads.The product name ""skin milk"" is a stretch.  It did not make me think of milk, nor is color makeup nourishing for the skin.  The texture is very liquid and it smells a little perfume-y and alcohol-y,  typical for drugstore foundation.  But the product itself is good, so I'm not going to ding it for the name, which is just the marketing department trying a little too hard to distinguish the product from everything else on the market.I took a chance when trying to figure out my shade (always the case with drugstore makeup when buying online), but 550 Light/Medium was a perfect match.  I take a Medium Beige in Bare Minerals, but for drugstore makeup I was getting it wrong when choosing middle-of-the-spectrum shades, so I leaned a little towards the fair end, and that worked for pinpointing my correct shade."
Covergirl: Clean Fresh Skin Milk Foundation,I may have found a new foundation,"January 29, 2020",580 Tan,5,"I got this thru Amazon Vine so it's hard to get a color match.  I though because this says it's lightweight and in the color ""tan"" it would be OK so I went ahead and ordered this.  I have very fair skin.As suspected, it was not a color match for me, but it wasn't far off so I went ahead and applied it for a night out where I really didn't care if the color was not quite right for me.I have normal skin and have a very regimented skin care routine that includes hyaluronic acid, vitamin C and peptides.  I am fortunate to not have blemishes, age or sun spots, and because I have cared for my skin, I also don't really have fine lines and wrinkles despite being 45.  I generally wear very glam make-up on the regular and have disposable income so I buy bougie products.I normally do not use liquid foundation.  I don't like the way it looks on my skin.  I have tried lots of liquid foundations from YSL to Le Mer to Bobby Brown to Kat Von D to Neutrogenia to L'oreal - and they all are a hard pass on my skin.  I dunno, I never feel plastic fantastic, I just feel gross and can't wait to get home and wash it all off.  I typically use Bare Minerals, It has amazing coverage, stays matte, and wears much better for me.  But I'm open to trying new things because you never know what new and great products are out there!I applied this foundation over Fenty primer and Too Faced Porless pore filler.  I used a dry beauty blender to apply this on my face and neck.  This has a pleasant smell and is in fact a light coverage and oh boy, it applied like a dream.  It went on very very smooth and blended out better then all the other brands listed above.  It felt just like a moisturizer on my skin and again, a light coverage so it just softens your face and neck wonderfully.  I could totally imagine this buildable as well.  Next I did Bare Minerals mineral veil, (I don't use concealer, I also tend to hate how it looks), followed by Anastasia contour and highlight, blush, eyes and lips.  I finished with Urban Decay setting spray.My skin looked amazing (despite being about 2 shades too dark).  I went out, ate, drank, went to a concert, and did a bit of dancing.  Make-up didn't budge and still looked almost flawless by the time I got home.  I didn't feel like I was wearing caked make up at all!I am going to buy this in my correct shade for sure.  Highly recommend."
Covergirl: Clean Fresh Skin Milk Foundation,Great For Retouch!,"November 16, 2020",,5,"I have a combination skin and when my t-zone gets oily, it looks like you could fry an egg on it! When I got this a few months ago, I am pleasantly surprised that it actually does a good job at mattifying my oily skin! The one I am currently using is in the shade Translucent so I can't really say much about coverage. The formulation does not appear white on the skin and does not have any overpowering fragrance. And it's 100% vegan without talc and other nonsense so it did not cause any breakouts. Plus, knowing it is cruelty-free made me feel guilt-less wearing it. The only thing I did not like was the packaging cracked within 24 hours of receiving it, I don't know if it's just a bad batch. Regardless of that, it does not affect the quality of the product and I could definitely recommend this to other girls with oily skin!"
Covergirl: Clean Fresh Skin Milk Foundation,I’m torn about this.,"December 12, 2019",640 Dark,3,"I’m sorry I was pretty tired in my pics. Anyway as a foundation I hated this. Besides being the wrong color which is on me I wasn’t sure how dark, dark was. Well this foundation doesn’t seem lightweight. It’s thin which I guess would mean it’s lightweight also, but not in a good way. Thin means you aren’t getting great coverage. You want to good coverage and lightweight. I found this wasn’t great on my skin. It left blemishes untouched and it felt nice when I applied it but quickly turned itchy and was drying out my face. I recommend using some moisturizers if you choose to use this as a foundation.I chose to put this on next to one of the foundations I normally use. You can see the difference in coverage also the drastic color difference. This foundation made my skin look bumpier than my normal foundation.Subsequently this made for a really good contour. Since it was thin on top of my foundation it gave my contours an airbrushed look. So I totally recommend this for contouring I loved the final effect."
Covergirl: Clean Fresh Skin Milk Foundation,Covergirl makeup powder didn't work out for my wife,"October 2, 2020",,3,"I got this product in ""Pressed Powder"" option in ""120 Fair"" color as it seemed to match my wife's skin color.My wife used to use CG light beige pressed powder found in stores many years ago. So I got this in 120 Fair thinking the color on the screen matched her skin. But it turns out that it is very light and so her face is oddly light compared to her neck area after using this. So this is a no go for her unfortunately.The powder quality is good, mild scent is good, the powder puff is nice, the lid has a mirror built-in, and the whole container has a pleasant pink color to it. Great to carry in your purse for a quick touch up. The container is easy to open and close."
Covergirl: Clean Fresh Skin Milk Foundation,"After all the positive reviews, I really wish this worked for me : (","February 3, 2020",510 Porcelain,3,"There are so many raving reviews about this product, I am sure it works wonders on most. Unfortunately this product really didn’t work for my dry and aging skin. I typically wear a high end BB cream daily and was really hoping this would be a more cost effective substitute. I really love the natural elements of this product- particularly the coconut oil. The scent is pleasing and not overwhelming, and the product application is soothing with quick absorption. Unfortunately, to my horror - this product settled into every slight wrinkle (I am in my late thirties) and pore within seconds of application... I have honestly never seen anything quite so shocking.... it was as if my face was literally dotted with this product....it even clung to the fine hairs on the sides of my face. Typically, I would just throw some powder over this and go on with my day.....but I just really couldn’t get over it....had to wash my face and apply my normal regimen.. In sum, I think this product would be a lovely light coverage product for young and fresh skin, perhaps someone just experimenting with makeup for the first time."
Covergirl: Clean Fresh Skin Milk Foundation,Stops the Shine!,"February 6, 2021",,4,"I've only recently started wearing makeup again, since I discovered a facial antiperspirant that actually works! Even with using that, however, I sometimes do still notice a shine which is why I requested this: Covergirl Clean Fresh Pressed Powder, Tan, 0.35 Oz.Since I just started wearing makeup again, I'm not quite sure what tones or colors will match my skin. Unfortunately,  this powder is a little too dark for me at this time of year. In the summer, even though I use a ton of sunscreen, my face still tans a bit and this will be perfect for when summer finally arrives.I've tried it a number of times for review purposes, and other than being a bit too dark for me right now, it seems to stop the shine I still sometimes get. Being in a compact, it's easy to touch up whenever you need to it, and it tucks right into my makeup bag, no problem. It leaves with a smooth looking, dry face and that's just perfect.Overall, I'm very happy with this powder and look forward to using it more often as winter fades into warmer weather."
Covergirl: Clean Fresh Skin Milk Foundation,Quality Tinted Moisturizer at a Good Value,"August 28, 2020",610 Rich/Deep,5,"Light and dewy. I have dry skin and the coconut milk and aloe felt great on my skin.  This is not a particularly pigmented foundation--it's basically a tinted moisturizer rather than a foundation. But it's perfect for a natural day look, and for showcasing freckles.  In other words, it's great for making skin look even and moisturized, but won't hide dark blemishes (which will require concealer--I used concealer under my eyes but nowhere else).  But as a tinted moisturizer, it's a very good one.  Indeed, it's on par with Laura Mercier's $40 tinted moisturizer that I usually use, so it's a good value.  My only complaint is that the names are not at all descriptive--no one would describe my complexion as ""rich/deep,"" which literally tells you nothing about the color other than it's for a non-white person. Almost every makeup line would call this color ""caramel."" Now that people are increasingly buying their makeup online, giving names that reflect the product color would be helpful.  But that's just a packaging/marketing nit, five stars for the actual product."
Covergirl: Clean Fresh Skin Milk Foundation,Buildable coverage,"January 1, 2020",530 Fair/Light,5,"CoverGirl Clean Milk Foundation in fair/light has become a great everyday foundation for me.  For reference I have combination skin, tone is uneven, fine lines, texture and acne prone.-I found that applying with my fingertips then smoothing our with a damp beauty blender gave me the most natural results.-it did not oxidize-light to medium coverage.  When built up it’s reduced the appearance of my dark spots by 50%. In one light application it softens them by about 25%-natural finish that leaves skin looking like skin :)-does have very mild flashback-did not settle into mouth creases-did not amplify my texture-lasts an average amount of time-as it wears off it does so smoothly.  It never separated or left me patchy looking.-didn’t cause acne-very comfortable to wear.  You quickly forget that it’s on!  Overall, I would recommend this to anyone that likes a very natural looking foundation.  As a busy stay at home mom I find that this gives just enough coverage so that I feel more put together yet it’s so natural looking that people think it’s my skin :)"
Covergirl: Clean Fresh Skin Milk Foundation,Very Minimal Coverage - Very Moisturizing,"December 29, 2019",550 Light/Medium,4,"Covergirl, Clean Fresh Skin Milk Light/Medium, 1 CountThis is a very lightweight foundation and it is more of a BB cream with a sheer tint. It comes in 14 shades which is an awesome shade range for this type of product but I think most of the shade could blend into any skin tone.  I have a lot of issues with discoloration like age spots so I need something that offers more coverage.  I did find that this works well as a primer and base for my normal foundation.  It blends extremely easy with your fingers and can be used with a synthetic foundation brush.  If you use a sponge or natural bristle brush, it will absorb a lot of the moisturizing properties.I think this is perfect for a teen or someone just starting out with makeup and wants to even out their skin tone and doesn't have major issues that they want to hide.  It also contains coconut oils which can cause some people to break out.  It also contains fragrance but those are at the end of the list.IngredientsAqua/Water/Eau, Cyclopentasiloxane, Glycerin, Phenyl Trimethicone, Trimethylsiloxysilicate, Acetyl Glucosamine, Niacinamide, Sodium Chloride, Aluminum Starch Octenylsuccinate, PEG/PPG-18/18 Dimethicone, Mica, Ammonium Acrylates Copolymer, Phenoxyethanol, Tocopheryl Acetate, Panthenol, Caprylyl Glycol, 1,2-Hexanediol, Sodium Benzoate, Alcohol Denat., Dimethicone, Methicone, Disodium Deceth-6 Sulfosuccinate, Tocopherol, Laureth-30, Cocos Nucifera (Coconut) Oil, Glycine Soja (Soybean) Oil, Aloe Barbadensis Leaf Juice, Sodium Dehydroacetate, Pentylene Glycol, Cocos Nucifera (Coconut) Fruit Extract, PEG-60 Hydrogenated Castor Oil, Citric Acid, Fructose, Sodium Hydroxide, Urea, Allantoin, Maltose, Sodium Lactate, Sodium PCA, Trehalose, Phenethyl Alcohol, Potassium Sorbate, Glucose, Silybum Marianum Seed Extract, Sodium Hyaluronate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Limonene, Linalool [May Contain/Peut Contenir/+/-:Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)]."
Covergirl: Clean Fresh Skin Milk Foundation,"Natural, lightweight and blend-able.","January 9, 2020",520 Fair,5,"The women of the house were impressed. This ""Skin Milk"" was natural, comfortable, lightweight and blend-able. It's labeled ""dewy,"" but we'd say it looks natural, as opposed to shiny or glowy, which ""dewy"" can sometimes mean. This is similar to L'Oreal Infallible (but maybe a little better) and to Clinique Superbalanced Silk (but for way less money).This provides light coverage, so it would be a great choice for a girl's first foundation or for college students. It has a nice weight for use in summer, and is vegan to boot! (BTW, since the coverage is on the light side, it doesn’t hide everything, so it might not a great option for those with rosacea, dark spots, acne, scars, etc.) In general, this might be a bit better for younger skin or for those with good skin. One last plus -- it doesn’t smell or feel like sunscreen, which many foundations do."
Covergirl: Clean Fresh Skin Milk Foundation,Great everyday concealer,"November 7, 2020",,5,"Covergirl concealers can be a hit or miss for me. I have been impressed by this one so far.I use the concealer under my eyes and to cover any dark spots/problem areas. In the picture I attached to my review, I used the concealer to cover up a big scar I have on my wrist. You can’t even tell the scar is there.The concealer lasts through the day, and it works well for what I need.I’m not sure how to tell if it’s actually hydrating my skin, but it doesn’t dry out through the day. I have dry skin, so I can take any hydrating I can get.The price is reasonable for the quality you receive. I would say this concealer is pretty competitive to some other more expensive, prestige brands I have tried.I have used this every day for almost a month, and I still have plenty of product left.The shade also was perfect for me. I have light skin. I always purchase light shades in concealer, and the shade was as expected."
Covergirl: Clean Fresh Skin Milk Foundation,Similar to a bb cream,"December 15, 2019",510 Porcelain,5,"The COVERGIRL Clean Fresh Skin Milk is like a bb cream but give more coverage than your typical bb cream.  The coverage is light but good.  It also is moisturizing without causing breakouts.  It goes on smoothly, and feels good on the skin.  It doesn’t have any harsh ingredients which makes it feel like a higher priced foundation. As far as I can see it does not offer any sunscreen protection which would make it perfect.The color is good and doesn’t turn orange like some cheaper foundations tend to do.It doesn’t have any strong scent.I like to wear COVERGIRL if I’m out of my regular higher end foundation.If you found my review helpful, please let Amazon know by clicking the helpful button below!Disclosure: I received a sample product from the Amazon Vine program for an honest and unbiased review."
